14,14
35,21
54,19
79,25
80,1
101,21
107,6
110,3
114,4
120,6
142,22
153,11
161,8
179,18
182,3
194,12
205,11
212,7
217,5
247,30
250,3
278,28
297,19
300,3
309,9
376,67
398,22
405,7
406,1
419,13
449,30
452,3
457,5
465,8
473,8
480,7
484,4
514,30
532,18
549,17
582,33
618,36
622,4
632,10
634,2
640,6
645,5
669,24
674,5
696,22
702,6
764,62
765,1
788,23
789,1
791,2
797,6
798,1
802,4
808,6
809,1
810,1
834,24
839,5
841,2
843,2
844,1
859,15
869,10
880,11
881,1
892,11
893,1
901,8
902,1
934,32
1015,81
1023,8
1025,2
1031,6
1036,5
1048,12
1052,4
1059,7
1061,2
1066,5
1077,11
1105,28
1107,2
1133,26
1143,10
1147,4
1151,4
1153,2
1154,1
1182,28
1223,41
1224,1
1258,34
1268,10
1309,41
1325,16
1327,2
1340,13
1355,15
1377,22
1384,7
1396,12
1398,2
1404,6
1433,29
1437,4
1438,1
1450,12
1452,2
1467,15
1471,4
1474,3
1477,3
1481,4
1482,1
1485,3
1487,2
1496,9
1510,14
1515,5
1516,1
1525,9
1537,12
1538,1
1547,9
1548,1
1549,1
1554,5
1555,1
1559,4
1570,11
1591,21
1599,8
1601,2
1602,1
1605,3
1606,1
1673,67
1683,10
1722,39
1729,7
1731,2
1744,13
1760,16
1765,5
1803,38
1812,9
1873,61
1911,38
1912,1
1923,11
1928,5
1929,1
1938,9
1943,5
1962,19
1965,3
1966,1
1984,18
2015,31
2016,1
2049,33
2061,12
2103,42
2148,45
2180,32
2202,22
2212,10
2221,9
2222,1
2229,7
2269,40
2285,16
2303,18
2311,8
2318,7
2334,16
2393,59
2396,3
2435,39
2440,5
2461,21
2469,8
2491,22
2492,1
2509,17
2519,10
2526,7
2535,9
2550,15
2555,5
2559,4
2597,38
2605,8
2624,19
2631,7
2636,5
2652,16
2660,8
2685,25
2695,10
2709,14
2715,6
2725,10
2749,24
2751,2
2777,26
2791,14
2794,3
2804,10
2812,8
2821,9
2829,8
2836,7
2838,2
2848,10
2860,12
2868,8
2888,20
2890,2
2904,14
2914,10
2917,3
2931,14
2934,3
2948,14
2960,12
2965,5
2970,5
2981,11
2993,12
3003,10
3006,3
3017,11
3019,2
3028,9
3029,1
3034,5
3039,5
3045,6
3053,8
3057,4
3094,37
3108,14
3113,5
3120,7
3127,7
3131,4
3138,7
3148,10
3158,10
3161,3
3165,4
3175,10
3196,21
3198,2
3228,30
3235,7
3250,15
3252,2
3273,21
3279,6
3289,10
3328,39
3332,4
3336,4
3341,5
3346,5
3356,10
3358,2
3365,7
3367,2
3380,13
3439,59
3485,46
3492,7
3494,2
3496,2
3497,1
3551,54
3556,5
3566,10
3573,7
3626,53
3642,16
3647,5
3648,1
3652,4
3653,1
3657,4
3663,6
3686,23
3694,8
3699,5
3755,56
3758,3
3777,19
3779,2
3791,12
3855,64
3868,13
3891,23
3915,24
3917,2
3941,24
3949,8
3964,15
3977,13
3997,20
4005,8
4017,12
4018,1
4029,11
4030,1
4050,20
4051,1
4073,22
4075,2
4098,23
4103,5
4109,6
4127,18
4142,15
4143,1
4156,13
4162,6
4167,5
4174,7
4179,5
4190,11
4208,18
4256,48
4274,18
4290,16
4296,6
4310,14
4325,15
4331,6
4353,22
4361,8
4388,27
4402,14
4418,16
4452,34
4460,8
4486,26
4523,37
4528,5
4530,2
4543,13
4544,1
4639,95
4640,1
4705,65
4721,16
4735,14
4745,10
4781,36
4787,6
4807,20
4813,6
4818,5
4824,6
4871,47
4872,1
4893,21
4901,8
4902,1
4930,28
4934,4
4940,6
4954,14
4965,11
4972,7
4986,14
4993,7
5044,51
5050,6
5068,18
5069,1
5078,9
5079,1
5118,39
5132,14
5136,4
5138,2
5149,11
5150,1
5212,62
5225,13
5233,8
5246,13
5283,37
5291,8
5302,11
5310,8
5320,10
5321,1
5328,7
5335,7
